dateRep,countriesAndTerritories,cases,deaths,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
2020-10-24,Guam,85,0,688.60396306
2020-10-25,Guam,75,2,680.23551212
2020-10-26,Guam,0,1,680.23551212
2020-10-27,Guam,120,3,696.972414
2020-10-28,Guam,96,1,696.972414
2020-10-29,Guam,34,1,672.46480768
2020-10-30,Guam,0,1,621.05860904
2020-10-31,Guam,215,1,636.00227144
2020-11-01,Guam,9,0,641.3819899
2020-11-02,Guam,3,0,608.50593263
2020-11-03,Guam,0,0,560.08846648
2020-11-04,Guam,119,2,553.51325503
2020-11-05,Guam,91,2,558.89297349
2020-11-06,Guam,101,2,566.66367793
2020-11-07,Guam,109,4,581.00959383
2020-11-08,Guam,0,0,536.17860665
2020-11-09,Guam,120,0,607.90818614
2020-11-10,Guam,0,2,536.17860665
2020-11-11,Guam,421,0,730.44621776
2020-11-12,Guam,101,0,770.49523297
2020-11-13,Guam,95,1,827.28115006
2020-11-14,Guam,74,1,742.99889417
2020-11-15,Guam,41,0,762.12678203
2020-11-16,Guam,156,5,853.58199588
2020-11-17,Guam,0,0,853.58199588
2020-11-18,Guam,113,2,849.9955169
2020-11-19,Guam,112,0,862.54819331
2020-11-20,Guam,70,1,844.01805194
2020-11-21,Guam,36,2,800.38255776
2020-11-22,Guam,97,3,858.36396784
2020-11-23,Guam,0,0,786.63438836
2020-11-24,Guam,53,0,818.31495263
2020-11-25,Guam,103,3,628.23156699
2020-11-26,Guam,0,0,567.85917093
2020-11-27,Guam,43,2,536.77635315
2020-11-28,Guam,34,1,512.86649332
2020-11-29,Guam,0,0,488.358887
2020-11-30,Guam,36,0,416.62930751
2020-12-01,Guam,34,0,436.95268836
2020-12-02,Guam,37,0,391.52395469
2020-12-03,Guam,31,0,343.10648854
2020-12-04,Guam,22,0,314.41465674
2020-12-05,Guam,17,1,303.05747333
2020-12-06,Guam,45,0,271.97465555
2020-12-07,Guam,0,0,271.97465555
2020-12-08,Guam,15,0,249.26028871
2020-12-09,Guam,7,0,191.87662512
2020-12-10,Guam,13,0,199.64732957
2020-12-11,Guam,13,2,181.7149347
2020-12-12,Guam,38,2,184.10592068
2020-12-13,Guam,0,0,184.10592068
2020-12-14,Guam,16,1,172.15099076
2020-03-15,Guatemala,1,0,
2020-03-16,Guatemala,0,1,
2020-03-17,Guatemala,5,0,
2020-03-18,Guatemala,0,0,
2020-03-19,Guatemala,2,0,
2020-03-20,Guatemala,1,0,
2020-03-21,Guatemala,4,0,
2020-03-22,Guatemala,4,0,
2020-03-23,Guatemala,2,0,
2020-03-24,Guatemala,1,0,
2020-03-25,Guatemala,1,0,
2020-03-26,Guatemala,3,0,
2020-03-27,Guatemala,1,0,
2020-03-28,Guatemala,7,0,0.18200975
2020-03-29,Guatemala,2,0,0.18769755
2020-03-30,Guatemala,2,0,0.19907316
2020-03-31,Guatemala,0,0,0.17063414
2020-04-01,Guatemala,2,0,0.18200975
2020-04-02,Guatemala,8,0,0.21613657
2020-04-03,Guatemala,1,0,0.21613657
2020-04-04,Guatemala,3,0,0.21044877
2020-04-05,Guatemala,11,1,0.2502634
2020-04-06,Guatemala,9,1,0.29007803
2020-04-07,Guatemala,4,0,0.30714145
2020-04-08,Guatemala,6,0,0.33558047
2020-04-09,Guatemala,7,0,0.35833169
2020-04-10,Guatemala,39,0,0.57446826
2020-04-11,Guatemala,11,0,0.59721948
2020-04-12,Guatemala,16,0,0.67684875
2020-04-13,Guatemala,3,2,0.68253655
2020-04-14,Guatemala,11,0,0.7451024
2020-04-15,Guatemala,13,0,0.80766825
2020-04-16,Guatemala,16,0,0.85317069
2020-04-17,Guatemala,18,2,0.94986337
2020-04-18,Guatemala,21,0,1.05224385
2020-04-19,Guatemala,22,0,1.1148097
2020-04-20,Guatemala,32,0,1.24562921
2020-04-21,Guatemala,5,0,1.25131701
2020-04-22,Guatemala,22,1,1.34232188
2020-04-23,Guatemala,26,2,1.45039017
2020-04-24,Guatemala,42,1,1.46745359
2020-04-25,Guatemala,46,0,1.66652675
2020-04-26,Guatemala,43,2,1.82009747
2020-04-27,Guatemala,27,2,1.95660478
2020-04-28,Guatemala,30,0,2.06467307
2020-04-29,Guatemala,27,1,2.14430233
2020-04-30,Guatemala,28,0,2.21255599
2020-05-01,Guatemala,14,0,2.18980477
2020-05-02,Guatemala,45,0,2.32631208
2020-05-03,Guatemala,44,1,2.45144378
2020-05-04,Guatemala,15,0,2.3547511
2020-05-05,Guatemala,27,2,2.4798828
2020-05-06,Guatemala,33,0,2.54244865
2020-05-07,Guatemala,35,2,2.5936389
2020-05-08,Guatemala,34,2,2.54813646
2020-05-09,Guatemala,68,1,2.67326816
2020-05-10,Guatemala,67,0,2.80977547
2020-05-11,Guatemala,85,2,3.13966814
2020-05-12,Guatemala,62,0,3.32167788
2020-05-13,Guatemala,85,1,3.65157055
2020-05-14,Guatemala,143,2,4.30566808
2020-05-15,Guatemala,176,0,5.22709242
2020-05-16,Guatemala,125,1,5.68211679
2020-05-17,Guatemala,120,3,6.11438994
2020-05-18,Guatemala,149,2,6.87655576
2020-05-19,Guatemala,89,3,7.22919964
2020-05-20,Guatemala,132,5,7.7922923
2020-05-21,Guatemala,132,2,8.34400934
2020-05-22,Guatemala,247,3,9.55551172
2020-05-23,Guatemala,231,3,10.48262387
2020-05-24,Guatemala,311,4,11.87044819
2020-05-25,Guatemala,370,3,13.4914725
2020-05-26,Guatemala,336,1,15.04993096
2020-05-27,Guatemala,194,4,15.66990166
2020-05-28,Guatemala,191,5,15.94291628
2020-05-29,Guatemala,203,12,16.09648701
2020-05-30,Guatemala,259,10,16.85865282
2020-05-31,Guatemala,132,12,16.92690648
2020-06-01,Guatemala,348,6,18.05877959
2020-06-02,Guatemala,249,8,18.96882833
2020-06-03,Guatemala,250,7,19.63998927
2020-06-04,Guatemala,174,20,19.87887706
2020-06-05,Guatemala,394,15,20.71498434
2020-06-06,Guatemala,331,58,21.2837648
2020-06-07,Guatemala,307,14,21.26101358
2020-06-08,Guatemala,263,22,20.65241849
2020-06-09,Guatemala,447,15,21.2837648
2020-06-10,Guatemala,364,22,22.25069158
2020-06-11,Guatemala,355,27,23.18349153
2020-06-12,Guatemala,340,18,23.96272076
2020-06-13,Guatemala,421,17,24.88414511
2020-06-14,Guatemala,509,16,27.02844744
2020-06-15,Guatemala,354,17,27.06257427
2020-06-16,Guatemala,427,15,28.07500349
2020-06-17,Guatemala,434,19,29.12155953
2020-06-18,Guatemala,545,14,31.23173504
2020-06-19,Guatemala,617,17,32.50011546
2020-06-20,Guatemala,641,34,34.26333489
2020-06-21,Guatemala,246,31,33.91637881
2020-06-22,Guatemala,390,17,34.63872999
2020-06-23,Guatemala,624,16,35.6454714
2020-06-24,Guatemala,771,35,37.96040787
2020-06-25,Guatemala,279,19,37.52813473
2020-06-26,Guatemala,800,22,40.14452484
2020-06-27,Guatemala,209,49,38.93871027
2020-06-28,Guatemala,569,34,39.27997854
2020-06-29,Guatemala,533,21,40.29809556
2020-06-30,Guatemala,479,19,40.5938614
2020-07-01,Guatemala,687,27,42.03287597
2020-07-02,Guatemala,915,44,44.13736367
2020-07-03,Guatemala,1061,26,46.66274891
2020-07-04,Guatemala,1221,37,49.96167557
2020-07-05,Guatemala,1208,40,55.43334359
2020-07-06,Guatemala,747,27,57.46388983
2020-07-07,Guatemala,724,34,58.03267029
2020-07-08,Guatemala,815,23,58.2829337
2020-07-09,Guatemala,624,49,60.24522628
2020-07-10,Guatemala,1247,39,62.78767494
2020-07-11,Guatemala,961,47,67.06490399
2020-07-12,Guatemala,979,33,69.39690388
2020-07-13,Guatemala,757,47,70.67097211
2020-07-14,Guatemala,387,25,70.14769408
2020-07-15,Guatemala,1130,58,72.66739152
2020-07-16,Guatemala,1202,48,74.29979144
2020-07-17,Guatemala,865,54,73.18498174
2020-07-18,Guatemala,870,39,71.18856233
2020-07-19,Guatemala,4233,6,88.39417123
2020-07-20,Guatemala,635,36,87.75713711
2020-07-21,Guatemala,362,17,85.69815185
2020-07-22,Guatemala,1190,29,87.83107857
2020-07-23,Guatemala,906,42,89.43503947
2020-07-24,Guatemala,1057,59,88.3543566
2020-07-25,Guatemala,1091,37,89.09377119
2020-07-26,Guatemala,1209,0,90.40196625
2020-07-27,Guatemala,561,65,89.28715655
2020-07-28,Guatemala,0,0,87.08597617
2020-07-29,Guatemala,6,27,80.69288381
2020-07-30,Guatemala,2546,74,88.33729318
2020-07-31,Guatemala,1221,32,90.36215162
2020-08-01,Guatemala,963,57,90.89111745
2020-08-02,Guatemala,1190,35,73.58312806
2020-08-03,Guatemala,327,36,71.83128424
2020-08-04,Guatemala,236,18,71.11462087
2020-08-05,Guatemala,823,24,69.02719658
2020-08-06,Guatemala,1144,35,70.38089407
2020-08-07,Guatemala,830,47,69.08976243
2020-08-08,Guatemala,931,49,68.17971369
2020-08-09,Guatemala,919,29,66.53025036
2020-08-10,Guatemala,416,14,65.70551869
2020-08-11,Guatemala,382,11,67.87826005
2020-08-12,Guatemala,979,11,73.41249392
2020-08-13,Guatemala,1123,34,65.31874798
2020-08-14,Guatemala,1195,29,65.17086506
2020-08-15,Guatemala,1144,45,66.20035769
2020-08-16,Guatemala,885,14,64.46557729
2020-08-17,Guatemala,249,24,64.02192853
2020-08-18,Guatemala,382,10,64.85234801
2020-08-19,Guatemala,903,30,65.30737237
2020-08-20,Guatemala,1034,48,64.68171387
2020-08-21,Guatemala,1102,39,66.22879672
2020-08-22,Guatemala,958,26,66.38236744
2020-08-23,Guatemala,915,48,66.35961622
2020-08-24,Guatemala,332,14,65.88184064
2020-08-25,Guatemala,345,17,65.67139187
2020-08-26,Guatemala,1118,19,66.46199671
2020-08-27,Guatemala,1063,32,66.12072843
2020-08-28,Guatemala,1142,23,65.81927479
2020-08-29,Guatemala,1065,24,65.36993822
2020-08-30,Guatemala,758,19,64.64758704
2020-08-31,Guatemala,233,12,64.55658217
2020-09-01,Guatemala,162,20,63.30526516
2020-09-02,Guatemala,819,18,62.82748957
2020-09-03,Guatemala,771,12,61.33159696
2020-09-04,Guatemala,694,14,59.01097269
2020-09-05,Guatemala,682,21,57.44113862
2020-09-06,Guatemala,441,20,54.74511924
2020-09-07,Guatemala,202,7,54.00570464
2020-09-08,Guatemala,145,10,52.86814372
2020-09-09,Guatemala,893,28,51.58838769
2020-09-10,Guatemala,901,7,50.66696334
2020-09-11,Guatemala,684,21,48.06194884
2020-09-12,Guatemala,703,11,46.00296357
2020-09-13,Guatemala,649,20,45.38299287
2020-09-14,Guatemala,251,8,45.48537336
2020-09-15,Guatemala,263,15,46.05984162
2020-09-16,Guatemala,512,12,44.31368561
2020-09-17,Guatemala,240,25,41.29346137
2020-09-18,Guatemala,740,27,41.55510038
2020-09-19,Guatemala,680,40,41.54372477
2020-09-20,Guatemala,808,29,43.63114906
2020-09-21,Guatemala,292,14,44.14305147
2020-09-22,Guatemala,237,5,44.66632949
2020-09-23,Guatemala,942,13,44.94503192
2020-09-24,Guatemala,819,17,44.47863194
2020-09-25,Guatemala,491,16,43.38088565
2020-09-26,Guatemala,945,16,44.75733437
2020-09-27,Guatemala,824,27,45.75270017
2020-09-28,Guatemala,390,16,46.54330501
2020-09-29,Guatemala,171,5,46.02002699
2020-09-30,Guatemala,705,4,47.11777327
2020-10-01,Guatemala,778,8,50.17781215
2020-10-02,Guatemala,663,15,49.73985119
2020-10-03,Guatemala,681,6,49.745539
2020-10-04,Guatemala,658,18,48.89236831
2020-10-05,Guatemala,215,8,48.45440735
2020-10-06,Guatemala,219,9,48.35202687
2020-10-07,Guatemala,688,8,46.9073245
2020-10-08,Guatemala,834,25,46.99264157
2020-10-09,Guatemala,776,12,48.61366588
2020-10-10,Guatemala,455,9,45.82664163
2020-10-11,Guatemala,609,9,44.60376364
2020-10-12,Guatemala,171,19,43.35813444
2020-10-13,Guatemala,111,3,43.01686616
2020-10-14,Guatemala,554,23,42.15800767
2020-10-15,Guatemala,714,20,41.79398817
2020-10-16,Guatemala,671,23,41.83949061
2020-10-17,Guatemala,666,25,41.75417354
2020-10-18,Guatemala,597,37,41.40721746
2020-10-19,Guatemala,332,15,42.0726906
2020-10-20,Guatemala,239,11,42.18644669
2020-10-21,Guatemala,620,5,41.79967598
2020-10-22,Guatemala,196,21,38.17085664
2020-10-23,Guatemala,757,13,38.06278836
2020-10-24,Guatemala,730,14,39.62693462
2020-10-25,Guatemala,730,15,40.31515898
2020-10-26,Guatemala,155,35,40.2241541
2020-10-27,Guatemala,107,7,40.20140289
2020-10-28,Guatemala,677,14,40.90100285
2020-10-29,Guatemala,749,17,41.10007601
2020-10-30,Guatemala,470,22,39.95682729
2020-10-31,Guatemala,549,10,39.29135415
2020-11-01,Guatemala,600,15,39.30841756
2020-11-02,Guatemala,165,9,38.3585542
2020-11-03,Guatemala,0,0,36.9991689
2020-11-04,Guatemala,379,10,35.62840799
2020-11-05,Guatemala,664,4,38.29030054
2020-11-06,Guatemala,702,14,37.97747129
2020-11-07,Guatemala,653,28,37.53951033
2020-11-08,Guatemala,548,17,36.5043299
2020-11-09,Guatemala,212,10,36.82853476
2020-11-10,Guatemala,98,2,36.77734452
2020-11-11,Guatemala,769,9,37.30062254
2020-11-12,Guatemala,682,13,36.91953963
2020-11-13,Guatemala,732,13,38.40974444
2020-11-14,Guatemala,580,22,38.58606638
2020-11-15,Guatemala,596,40,38.56331516
2020-11-16,Guatemala,166,12,38.56900297
2020-11-17,Guatemala,147,6,39.40511024
2020-11-18,Guatemala,698,9,41.21951991
2020-11-19,Guatemala,651,61,41.14557845
2020-11-20,Guatemala,685,42,41.04888577
2020-11-21,Guatemala,691,17,41.26502235
2020-11-22,Guatemala,660,7,41.90205646
2020-11-23,Guatemala,212,2,41.90205646
2020-11-24,Guatemala,93,16,41.87361744
2020-11-25,Guatemala,627,7,41.06594918
2020-11-26,Guatemala,640,8,40.82706139
2020-11-27,Guatemala,696,26,40.62230043
2020-11-28,Guatemala,447,8,39.86582241
2020-11-29,Guatemala,666,20,40.26396874
2020-11-30,Guatemala,173,5,40.30378337
2020-12-01,Guatemala,91,5,39.98526631
2020-12-02,Guatemala,712,7,40.06489558
2020-12-03,Guatemala,686,13,40.26396874
2020-12-04,Guatemala,593,18,39.74069071
2020-12-05,Guatemala,752,15,40.08764679
2020-12-06,Guatemala,547,15,39.44492487
2020-12-07,Guatemala,198,11,39.36529561
2020-12-08,Guatemala,124,24,39.54161755
2020-12-09,Guatemala,799,12,40.51991994
2020-12-10,Guatemala,654,25,40.59954921
2020-12-11,Guatemala,659,34,40.38910044
2020-12-12,Guatemala,755,31,42.14094425
2020-12-13,Guatemala,558,29,41.52666136
2020-12-14,Guatemala,183,18,41.5835394
2020-03-20,Guernsey,1,0,
2020-03-21,Guernsey,0,0,
2020-03-22,Guernsey,0,0,
2020-03-23,Guernsey,16,0,
2020-03-24,Guernsey,3,0,
2020-03-25,Guernsey,3,0,
2020-03-26,Guernsey,7,0,
2020-03-27,Guernsey,4,0,
2020-03-28,Guernsey,2,0,
2020-03-29,Guernsey,3,0,
2020-03-30,Guernsey,6,0,
2020-03-31,Guernsey,0,0,
2020-04-01,Guernsey,15,0,
2020-04-02,Guernsey,18,0,120.99025873
2020-04-03,Guernsey,13,0,139.60414469
2020-04-04,Guernsey,23,2,175.28075945
2020-04-05,Guernsey,22,0,209.40621704
2020-04-06,Guernsey,18,1,212.50853136
2020-04-07,Guernsey,11,1,224.91778867
2020-04-08,Guernsey,1,0,221.81547434
2020-04-09,Guernsey,15,1,234.22473165
2020-04-10,Guernsey,10,0,243.53167463
2020-04-11,Guernsey,9,1,254.38977477
2020-04-12,Guernsey,9,0,263.69671775
2020-04-13,Guernsey,9,0,268.35018924
2020-04-14,Guernsey,1,0,269.9013464
2020-04-15,Guernsey,4,1,252.83861761
2020-04-16,Guernsey,0,0,224.91778867
2020-04-17,Guernsey,11,2,221.81547434
2020-04-18,Guernsey,0,0,186.13885959
2020-04-19,Guernsey,5,0,159.76918781
2020-04-20,Guernsey,0,0,131.84835888
2020-04-21,Guernsey,0,1,114.78563008
2020-04-22,Guernsey,0,0,113.23447292
2020-04-23,Guernsey,4,0,96.17174412
2020-04-24,Guernsey,2,0,83.76248682
2020-04-25,Guernsey,0,1,69.80207235
2020-04-26,Guernsey,0,1,55.84165788
2020-04-27,Guernsey,2,1,44.98355773
2020-04-28,Guernsey,0,0,43.43240057
2020-04-29,Guernsey,0,0,37.22777192
2020-04-30,Guernsey,4,0,43.43240057
2020-05-01,Guernsey,0,0,26.36967178
2020-05-02,Guernsey,1,0,27.92082894
2020-05-03,Guernsey,0,0,20.16504312
2020-05-04,Guernsey,0,0,20.16504312
2020-05-05,Guernsey,0,0,20.16504312
2020-05-06,Guernsey,0,0,20.16504312
2020-05-07,Guernsey,0,0,13.96041447
2020-05-08,Guernsey,0,0,10.85810014
2020-05-09,Guernsey,0,0,10.85810014
2020-05-10,Guernsey,0,0,10.85810014
2020-05-11,Guernsey,0,0,7.75578582
2020-05-12,Guernsey,0,0,7.75578582
2020-05-13,Guernsey,0,0,7.75578582
2020-05-14,Guernsey,0,0,1.55115716
2020-05-15,Guernsey,0,0,1.55115716
2020-05-16,Guernsey,0,0,0.0
2020-05-17,Guernsey,0,0,0.0
2020-05-18,Guernsey,0,0,0.0
2020-05-19,Guernsey,0,0,0.0
2020-05-20,Guernsey,0,0,0.0
2020-05-21,Guernsey,0,0,0.0
2020-05-22,Guernsey,0,0,0.0
2020-05-23,Guernsey,0,0,0.0
2020-05-24,Guernsey,0,0,0.0
2020-05-25,Guernsey,0,0,0.0
2020-05-26,Guernsey,0,0,0.0
2020-05-27,Guernsey,0,0,0.0
2020-05-28,Guernsey,0,0,0.0
2020-05-29,Guernsey,0,0,0.0
2020-05-30,Guernsey,0,0,0.0
2020-05-31,Guernsey,0,0,0.0
2020-06-01,Guernsey,0,0,0.0
2020-06-02,Guernsey,0,0,0.0
2020-06-03,Guernsey,0,0,0.0
2020-06-04,Guernsey,0,0,0.0
2020-06-05,Guernsey,0,0,0.0
2020-06-06,Guernsey,0,0,0.0
2020-06-07,Guernsey,0,0,0.0
2020-06-08,Guernsey,0,0,0.0
2020-06-09,Guernsey,0,0,0.0
2020-06-10,Guernsey,0,0,0.0
2020-06-11,Guernsey,0,0,0.0
2020-06-12,Guernsey,0,0,0.0
2020-06-13,Guernsey,0,0,0.0
2020-06-14,Guernsey,0,0,0.0
2020-06-15,Guernsey,0,0,0.0
2020-06-16,Guernsey,0,0,0.0
2020-06-17,Guernsey,0,0,0.0
2020-06-18,Guernsey,0,0,0.0
2020-06-19,Guernsey,0,0,0.0
2020-06-20,Guernsey,0,0,0.0
2020-06-21,Guernsey,0,0,0.0
2020-06-22,Guernsey,0,0,0.0
2020-06-23,Guernsey,0,0,0.0
2020-06-24,Guernsey,0,0,0.0
2020-06-25,Guernsey,0,0,0.0
2020-06-26,Guernsey,0,0,0.0
2020-06-27,Guernsey,0,0,0.0
2020-06-28,Guernsey,0,0,0.0
2020-06-29,Guernsey,0,0,0.0
2020-06-30,Guernsey,0,0,0.0
2020-07-01,Guernsey,0,0,0.0
2020-07-02,Guernsey,0,0,0.0
2020-07-03,Guernsey,0,0,0.0
2020-07-04,Guernsey,0,0,0.0
2020-07-05,Guernsey,0,0,0.0
2020-07-06,Guernsey,0,0,0.0
2020-07-07,Guernsey,0,0,0.0
2020-07-08,Guernsey,0,0,0.0
2020-07-09,Guernsey,0,0,0.0
2020-07-10,Guernsey,0,0,0.0
2020-07-11,Guernsey,0,0,0.0
2020-07-12,Guernsey,0,0,0.0
2020-07-13,Guernsey,0,0,0.0
2020-07-14,Guernsey,0,0,0.0
2020-07-15,Guernsey,0,0,0.0
2020-07-16,Guernsey,0,0,0.0
2020-07-17,Guernsey,0,0,0.0
2020-07-18,Guernsey,0,0,0.0
2020-07-19,Guernsey,0,0,0.0
2020-07-20,Guernsey,0,0,0.0
2020-07-21,Guernsey,0,0,0.0
2020-07-22,Guernsey,0,0,0.0
2020-07-23,Guernsey,0,0,0.0
2020-07-24,Guernsey,0,0,0.0
2020-07-25,Guernsey,0,0,0.0
2020-07-26,Guernsey,0,0,0.0
2020-07-27,Guernsey,0,0,0.0
2020-07-28,Guernsey,0,0,0.0
2020-07-29,Guernsey,0,0,0.0
2020-07-30,Guernsey,0,0,0.0
2020-07-31,Guernsey,0,0,0.0
2020-08-01,Guernsey,0,0,0.0
2020-08-02,Guernsey,0,0,0.0
2020-08-03,Guernsey,0,0,0.0
2020-08-04,Guernsey,0,0,0.0
2020-08-05,Guernsey,0,0,0.0
2020-08-06,Guernsey,0,0,0.0
2020-08-07,Guernsey,0,0,0.0
2020-08-08,Guernsey,0,0,0.0
2020-08-09,Guernsey,0,0,0.0
2020-08-10,Guernsey,0,0,0.0
2020-08-11,Guernsey,0,0,0.0
2020-08-12,Guernsey,0,0,0.0
2020-08-13,Guernsey,0,0,0.0
2020-08-14,Guernsey,0,0,0.0
2020-08-15,Guernsey,0,0,0.0
2020-08-16,Guernsey,0,0,0.0
2020-08-17,Guernsey,0,0,0.0
2020-08-18,Guernsey,0,0,0.0
2020-08-19,Guernsey,0,0,0.0
2020-08-20,Guernsey,0,0,0.0
2020-08-21,Guernsey,0,0,0.0
2020-08-22,Guernsey,0,0,0.0
2020-08-23,Guernsey,0,0,0.0
2020-08-24,Guernsey,0,0,0.0
2020-08-25,Guernsey,0,0,0.0
2020-08-26,Guernsey,0,0,0.0
2020-08-27,Guernsey,0,0,0.0
2020-08-28,Guernsey,0,0,0.0
2020-08-29,Guernsey,0,0,0.0
2020-08-30,Guernsey,0,0,0.0
2020-08-31,Guernsey,0,0,0.0
2020-09-01,Guernsey,0,0,0.0
2020-09-02,Guernsey,0,0,0.0
2020-09-03,Guernsey,0,0,0.0
2020-09-04,Guernsey,0,0,0.0
2020-09-05,Guernsey,0,0,0.0
2020-09-06,Guernsey,0,0,0.0
2020-09-07,Guernsey,0,0,0.0
2020-09-08,Guernsey,1,0,1.55115716
2020-09-09,Guernsey,0,0,1.55115716
2020-09-10,Guernsey,0,0,1.55115716
2020-09-11,Guernsey,0,0,1.55115716
2020-09-12,Guernsey,0,0,1.55115716
2020-09-13,Guernsey,0,0,1.55115716
2020-09-14,Guernsey,0,0,1.55115716
2020-09-15,Guernsey,0,0,1.55115716
2020-09-16,Guernsey,0,0,1.55115716
2020-09-17,Guernsey,0,0,1.55115716
2020-09-18,Guernsey,0,0,1.55115716
2020-09-19,Guernsey,1,0,3.10231433
2020-09-20,Guernsey,0,0,3.10231433
2020-09-21,Guernsey,1,0,4.65347149
2020-09-22,Guernsey,1,0,4.65347149
2020-09-23,Guernsey,0,0,4.65347149
2020-09-24,Guernsey,0,0,4.65347149
2020-09-25,Guernsey,0,0,4.65347149
2020-09-26,Guernsey,0,0,4.65347149
2020-09-27,Guernsey,0,0,4.65347149
2020-09-28,Guernsey,0,0,4.65347149
2020-09-29,Guernsey,0,0,4.65347149
2020-09-30,Guernsey,0,0,4.65347149
2020-10-01,Guernsey,0,0,4.65347149
2020-10-02,Guernsey,0,0,4.65347149
2020-10-03,Guernsey,0,0,3.10231433
2020-10-04,Guernsey,1,0,4.65347149
2020-10-05,Guernsey,0,0,3.10231433
2020-10-06,Guernsey,0,0,1.55115716
2020-10-07,Guernsey,0,0,1.55115716
2020-10-08,Guernsey,0,0,1.55115716
2020-10-09,Guernsey,1,0,3.10231433
2020-10-10,Guernsey,0,0,3.10231433
2020-10-11,Guernsey,0,0,3.10231433
2020-10-12,Guernsey,0,0,3.10231433
2020-10-13,Guernsey,0,0,3.10231433
2020-10-14,Guernsey,0,0,3.10231433
2020-10-15,Guernsey,0,0,3.10231433
2020-10-16,Guernsey,0,0,3.10231433
2020-10-17,Guernsey,0,0,3.10231433
2020-10-18,Guernsey,0,0,1.55115716
2020-10-19,Guernsey,0,0,1.55115716
2020-10-20,Guernsey,0,0,1.55115716
2020-10-21,Guernsey,1,0,3.10231433
2020-10-22,Guernsey,1,0,4.65347149
2020-10-23,Guernsey,2,0,6.20462865
2020-10-24,Guernsey,3,0,10.85810014
2020-10-25,Guernsey,0,0,10.85810014
2020-10-26,Guernsey,0,0,10.85810014
2020-10-27,Guernsey,1,0,12.40925731
2020-10-28,Guernsey,0,0,12.40925731
2020-10-29,Guernsey,1,0,13.96041447
2020-10-30,Guernsey,0,0,13.96041447
2020-10-31,Guernsey,0,0,13.96041447
2020-11-01,Guernsey,1,0,15.51157163
2020-11-02,Guernsey,2,0,18.61388596
2020-11-03,Guernsey,1,0,20.16504312
2020-11-04,Guernsey,1,0,20.16504312
2020-11-05,Guernsey,1,0,20.16504312
2020-11-06,Guernsey,1,0,18.61388596
2020-11-07,Guernsey,4,0,20.16504312
2020-11-08,Guernsey,1,0,21.71620029
2020-11-09,Guernsey,0,0,21.71620029
2020-11-10,Guernsey,0,0,20.16504312
2020-11-11,Guernsey,3,0,24.81851461
2020-11-12,Guernsey,0,0,23.26735745
2020-11-13,Guernsey,0,0,23.26735745
2020-11-14,Guernsey,0,0,23.26735745
2020-11-15,Guernsey,0,0,21.71620029
2020-11-16,Guernsey,0,0,18.61388596
2020-11-17,Guernsey,0,0,17.0627288
2020-11-18,Guernsey,0,0,15.51157163
2020-11-19,Guernsey,0,0,13.96041447
2020-11-20,Guernsey,0,0,12.40925731
2020-11-21,Guernsey,1,0,7.75578582
2020-11-22,Guernsey,0,0,6.20462865
2020-11-23,Guernsey,0,0,6.20462865
2020-11-24,Guernsey,0,0,6.20462865
2020-11-25,Guernsey,0,0,1.55115716
2020-11-26,Guernsey,2,0,4.65347149
2020-11-27,Guernsey,1,0,6.20462865
2020-11-28,Guernsey,0,0,6.20462865
2020-11-29,Guernsey,0,0,6.20462865
2020-11-30,Guernsey,0,0,6.20462865
2020-12-01,Guernsey,1,0,7.75578582
2020-12-02,Guernsey,0,0,7.75578582
2020-12-03,Guernsey,0,0,7.75578582
2020-12-04,Guernsey,1,0,9.30694298
2020-12-05,Guernsey,0,0,7.75578582
2020-12-06,Guernsey,0,0,7.75578582
2020-12-07,Guernsey,0,0,7.75578582
2020-12-08,Guernsey,0,0,7.75578582
2020-12-09,Guernsey,0,0,7.75578582
2020-12-10,Guernsey,1,0,6.20462865
2020-12-11,Guernsey,0,0,4.65347149
2020-12-12,Guernsey,0,0,4.65347149
2020-12-13,Guernsey,0,0,4.65347149
2020-12-14,Guernsey,0,0,4.65347149
2020-03-14,Guinea,1,0,
2020-03-15,Guinea,0,0,
2020-03-17,Guinea,0,0,
2020-03-18,Guinea,0,0,
2020-03-19,Guinea,0,0,
2020-03-20,Guinea,0,0,
2020-03-21,Guinea,1,0,
2020-03-22,Guinea,0,0,
2020-03-23,Guinea,0,0,
2020-03-24,Guinea,0,0,
2020-03-25,Guinea,2,0,
2020-03-26,Guinea,0,0,
2020-03-27,Guinea,1,0,
2020-03-28,Guinea,0,0,0.03915045
2020-03-29,Guinea,3,0,0.05481063
2020-03-30,Guinea,0,0,0.05481063
2020-03-31,Guinea,8,0,0.11745134
2020-04-01,Guinea,0,0,0.11745134
2020-04-02,Guinea,14,0,0.2270726
2020-04-03,Guinea,22,0,0.39933457
2020-04-04,Guinea,0,0,0.39150448
2020-04-05,Guinea,59,0,0.85347976
2020-04-06,Guinea,10,0,0.93178066
2020-04-07,Guinea,7,0,0.98659128
2020-04-08,Guinea,16,0,1.09621254
2020-04-09,Guinea,20,0,1.25281433
2020-04-10,Guinea,30,0,1.47988693
2020-04-11,Guinea,18,0,1.62082854
2020-04-12,Guinea,38,0,1.89488167
2020-04-13,Guinea,0,0,1.89488167
2020-04-14,Guinea,69,0,2.37251714
2020-04-15,Guinea,44,0,2.71704108
2020-04-16,Guinea,41,1,2.9284535
